inventory_id,film_id,store_id,last_update
822,179,1,15-02-2006 5.09
823,180,2,15-02-2006 5.09
824,180,2,15-02-2006 5.09
825,181,1,15-02-2006 5.09
826,181,1,15-02-2006 5.09
827,181,1,15-02-2006 5.09
828,181,2,15-02-2006 5.09
829,181,2,15-02-2006 5.09
830,181,2,15-02-2006 5.09
831,181,2,15-02-2006 5.09
832,182,1,15-02-2006 5.09
833,182,1,15-02-2006 5.09
834,183,1,15-02-2006 5.09
835,183,1,15-02-2006 5.09
836,183,1,15-02-2006 5.09
837,183,2,15-02-2006 5.09
838,183,2,15-02-2006 5.09
839,183,2,15-02-2006 5.09
840,184,1,15-02-2006 5.09
841,184,1,15-02-2006 5.09
842,184,2,15-02-2006 5.09
843,184,2,15-02-2006 5.09
844,184,2,15-02-2006 5.09
845,185,1,15-02-2006 5.09
846,185,1,15-02-2006 5.09
847,186,1,15-02-2006 5.09
848,186,1,15-02-2006 5.09
849,186,2,15-02-2006 5.09
850,186,2,15-02-2006 5.09
851,187,2,15-02-2006 5.09
852,187,2,15-02-2006 5.09
853,187,2,15-02-2006 5.09
854,188,1,15-02-2006 5.09
855,188,1,15-02-2006 5.09
856,188,1,15-02-2006 5.09
857,189,1,15-02-2006 5.09
858,189,1,15-02-2006 5.09
859,189,2,15-02-2006 5.09
860,189,2,15-02-2006 5.09
861,189,2,15-02-2006 5.09
862,189,2,15-02-2006 5.09
863,190,2,15-02-2006 5.09
864,190,2,15-02-2006 5.09
865,190,2,15-02-2006 5.09
866,190,2,15-02-2006 5.09
867,191,1,15-02-2006 5.09
868,191,1,15-02-2006 5.09
869,191,1,15-02-2006 5.09
870,191,2,15-02-2006 5.09
871,191,2,15-02-2006 5.09
872,191,2,15-02-2006 5.09
873,193,1,15-02-2006 5.09
874,193,1,15-02-2006 5.09
875,193,1,15-02-2006 5.09
876,193,1,15-02-2006 5.09
877,193,2,15-02-2006 5.09
878,193,2,15-02-2006 5.09
879,193,2,15-02-2006 5.09
880,193,2,15-02-2006 5.09
881,194,1,15-02-2006 5.09
882,194,1,15-02-2006 5.09
883,194,2,15-02-2006 5.09
884,194,2,15-02-2006 5.09
885,196,1,15-02-2006 5.09
886,196,1,15-02-2006 5.09
887,197,1,15-02-2006 5.09
888,197,1,15-02-2006 5.09
889,199,1,15-02-2006 5.09
890,199,1,15-02-2006 5.09
891,199,1,15-02-2006 5.09
892,199,1,15-02-2006 5.09
893,199,2,15-02-2006 5.09
894,199,2,15-02-2006 5.09
895,199,2,15-02-2006 5.09
896,199,2,15-02-2006 5.09
897,200,1,15-02-2006 5.09
898,200,1,15-02-2006 5.09
899,200,1,15-02-2006 5.09
900,200,1,15-02-2006 5.09
901,200,2,15-02-2006 5.09
902,200,2,15-02-2006 5.09
903,200,2,15-02-2006 5.09
904,200,2,15-02-2006 5.09
905,201,1,15-02-2006 5.09
906,201,1,15-02-2006 5.09
907,201,1,15-02-2006 5.09
908,201,1,15-02-2006 5.09
909,202,1,15-02-2006 5.09
910,202,1,15-02-2006 5.09
911,202,1,15-02-2006 5.09
912,203,2,15-02-2006 5.09
913,203,2,15-02-2006 5.09
914,203,2,15-02-2006 5.09
915,203,2,15-02-2006 5.09
916,204,1,15-02-2006 5.09
917,204,1,15-02-2006 5.09
918,204,1,15-02-2006 5.09
919,204,1,15-02-2006 5.09
920,204,2,15-02-2006 5.09
921,204,2,15-02-2006 5.09
922,205,1,15-02-2006 5.09
923,205,1,15-02-2006 5.09
924,205,1,15-02-2006 5.09
925,205,1,15-02-2006 5.09
926,206,1,15-02-2006 5.09
927,206,1,15-02-2006 5.09
928,206,1,15-02-2006 5.09
929,206,1,15-02-2006 5.09
930,206,2,15-02-2006 5.09
931,206,2,15-02-2006 5.09
932,206,2,15-02-2006 5.09
933,206,2,15-02-2006 5.09
934,207,1,15-02-2006 5.09
935,207,1,15-02-2006 5.09
936,207,1,15-02-2006 5.09
937,207,1,15-02-2006 5.09
938,208,1,15-02-2006 5.09
939,208,1,15-02-2006 5.09
940,208,1,15-02-2006 5.09
941,209,1,15-02-2006 5.09
942,209,1,15-02-2006 5.09
943,209,1,15-02-2006 5.09
944,209,1,15-02-2006 5.09
945,210,2,15-02-2006 5.09
946,210,2,15-02-2006 5.09
947,210,2,15-02-2006 5.09
948,211,1,15-02-2006 5.09
949,211,1,15-02-2006 5.09
950,212,1,15-02-2006 5.09
951,212,1,15-02-2006 5.09
952,212,1,15-02-2006 5.09
953,212,2,15-02-2006 5.09
954,212,2,15-02-2006 5.09
955,213,1,15-02-2006 5.09
956,213,1,15-02-2006 5.09
957,213,1,15-02-2006 5.09
958,213,1,15-02-2006 5.09
959,214,2,15-02-2006 5.09
960,214,2,15-02-2006 5.09
961,214,2,15-02-2006 5.09
962,214,2,15-02-2006 5.09
963,215,1,15-02-2006 5.09
964,215,1,15-02-2006 5.09
965,215,1,15-02-2006 5.09
966,215,2,15-02-2006 5.09
967,215,2,15-02-2006 5.09
968,215,2,15-02-2006 5.09
969,216,1,15-02-2006 5.09
970,216,1,15-02-2006 5.09
971,216,2,15-02-2006 5.09
972,216,2,15-02-2006 5.09
973,216,2,15-02-2006 5.09
974,218,1,15-02-2006 5.09
975,218,1,15-02-2006 5.09
976,218,1,15-02-2006 5.09
977,218,1,15-02-2006 5.09
978,218,2,15-02-2006 5.09
979,218,2,15-02-2006 5.09
980,218,2,15-02-2006 5.09
981,219,1,15-02-2006 5.09
982,219,1,15-02-2006 5.09
983,219,1,15-02-2006 5.09
984,219,1,15-02-2006 5.09
985,220,1,15-02-2006 5.09
986,220,1,15-02-2006 5.09
987,220,1,15-02-2006 5.09
988,220,1,15-02-2006 5.09
989,220,2,15-02-2006 5.09
990,220,2,15-02-2006 5.09
991,220,2,15-02-2006 5.09
992,220,2,15-02-2006 5.09
993,222,1,15-02-2006 5.09
994,222,1,15-02-2006 5.09
995,222,2,15-02-2006 5.09
996,222,2,15-02-2006 5.09
997,222,2,15-02-2006 5.09
998,222,2,15-02-2006 5.09
999,223,2,15-02-2006 5.09
1000,223,2,15-02-2006 5.09
1001,224,1,15-02-2006 5.09
1002,224,1,15-02-2006 5.09
1003,225,1,15-02-2006 5.09
1004,225,1,15-02-2006 5.09
1005,225,1,15-02-2006 5.09
1006,226,1,15-02-2006 5.09
1007,226,1,15-02-2006 5.09
1008,226,2,15-02-2006 5.09
1009,226,2,15-02-2006 5.09
1010,226,2,15-02-2006 5.09
1011,227,1,15-02-2006 5.09
1012,227,1,15-02-2006 5.09
1013,227,1,15-02-2006 5.09
1014,227,2,15-02-2006 5.09
1015,227,2,15-02-2006 5.09
1016,228,1,15-02-2006 5.09
1017,228,1,15-02-2006 5.09
1018,228,1,15-02-2006 5.09
1019,228,2,15-02-2006 5.09
1020,228,2,15-02-2006 5.09
1021,228,2,15-02-2006 5.09
1022,228,2,15-02-2006 5.09
1023,229,1,15-02-2006 5.09
1024,229,1,15-02-2006 5.09
1025,229,2,15-02-2006 5.09
1026,229,2,15-02-2006 5.09
1027,230,1,15-02-2006 5.09
1028,230,1,15-02-2006 5.09
1029,231,1,15-02-2006 5.09
1030,231,1,15-02-2006 5.09
1031,231,1,15-02-2006 5.09
1032,231,1,15-02-2006 5.09
1033,231,2,15-02-2006 5.09
1034,231,2,15-02-2006 5.09
1035,231,2,15-02-2006 5.09
1036,231,2,15-02-2006 5.09
1037,232,1,15-02-2006 5.09
1038,232,1,15-02-2006 5.09
1039,232,1,15-02-2006 5.09
1040,232,2,15-02-2006 5.09
1041,232,2,15-02-2006 5.09
1042,233,1,15-02-2006 5.09
1043,233,1,15-02-2006 5.09
1044,233,1,15-02-2006 5.09
1045,233,1,15-02-2006 5.09
1046,233,2,15-02-2006 5.09
1047,233,2,15-02-2006 5.09
1048,234,1,15-02-2006 5.09
1049,234,1,15-02-2006 5.09
1050,234,1,15-02-2006 5.09
1051,234,1,15-02-2006 5.09
1052,234,2,15-02-2006 5.09
1053,234,2,15-02-2006 5.09
1054,234,2,15-02-2006 5.09
1055,235,1,15-02-2006 5.09
1056,235,1,15-02-2006 5.09
1057,235,2,15-02-2006 5.09
1058,235,2,15-02-2006 5.09
1059,235,2,15-02-2006 5.09
1060,235,2,15-02-2006 5.09
1061,236,2,15-02-2006 5.09
1062,236,2,15-02-2006 5.09
1063,236,2,15-02-2006 5.09
1064,236,2,15-02-2006 5.09
1065,237,1,15-02-2006 5.09
1066,237,1,15-02-2006 5.09
1067,238,1,15-02-2006 5.09
1068,238,1,15-02-2006 5.09
1069,239,1,15-02-2006 5.09
1070,239,1,15-02-2006 5.09
1071,239,1,15-02-2006 5.09
1072,239,1,15-02-2006 5.09
1073,239,2,15-02-2006 5.09
1074,239,2,15-02-2006 5.09
1075,239,2,15-02-2006 5.09
1076,239,2,15-02-2006 5.09
1077,240,2,15-02-2006 5.09
1078,240,2,15-02-2006 5.09
1079,240,2,15-02-2006 5.09
1080,241,1,15-02-2006 5.09
1081,241,1,15-02-2006 5.09
1082,241,1,15-02-2006 5.09
1083,241,1,15-02-2006 5.09
1084,242,1,15-02-2006 5.09
1085,242,1,15-02-2006 5.09
1086,242,2,15-02-2006 5.09
1087,242,2,15-02-2006 5.09
1088,242,2,15-02-2006 5.09
1089,243,1,15-02-2006 5.09
1090,243,1,15-02-2006 5.09
1091,243,2,15-02-2006 5.09
1092,243,2,15-02-2006 5.09
1093,243,2,15-02-2006 5.09
1094,243,2,15-02-2006 5.09
1095,244,1,15-02-2006 5.09
1096,244,1,15-02-2006 5.09
1097,244,1,15-02-2006 5.09
1098,244,1,15-02-2006 5.09
1099,244,2,15-02-2006 5.09
1100,244,2,15-02-2006 5.09
1101,244,2,15-02-2006 5.09
1102,245,1,15-02-2006 5.09
1103,245,1,15-02-2006 5.09
1104,245,1,15-02-2006 5.09
1105,245,2,15-02-2006 5.09
1106,245,2,15-02-2006 5.09
1107,245,2,15-02-2006 5.09
1108,245,2,15-02-2006 5.09
1109,246,2,15-02-2006 5.09
1110,246,2,15-02-2006 5.09
1111,246,2,15-02-2006 5.09
1112,247,1,15-02-2006 5.09
1113,247,1,15-02-2006 5.09
1114,247,1,15-02-2006 5.09
1115,247,2,15-02-2006 5.09
1116,247,2,15-02-2006 5.09
1117,247,2,15-02-2006 5.09
1118,247,2,15-02-2006 5.09
1119,248,2,15-02-2006 5.09
1120,248,2,15-02-2006 5.09
1121,249,1,15-02-2006 5.09
1122,249,1,15-02-2006 5.09
1123,249,2,15-02-2006 5.09
1124,249,2,15-02-2006 5.09
1125,249,2,15-02-2006 5.09
1126,249,2,15-02-2006 5.09
1127,250,2,15-02-2006 5.09
1128,250,2,15-02-2006 5.09
1129,250,2,15-02-2006 5.09
1130,250,2,15-02-2006 5.09
1131,251,1,15-02-2006 5.09
1132,251,1,15-02-2006 5.09
1133,251,2,15-02-2006 5.09
1134,251,2,15-02-2006 5.09
1135,251,2,15-02-2006 5.09
1136,252,1,15-02-2006 5.09
1137,252,1,15-02-2006 5.09
1138,252,1,15-02-2006 5.09
1139,252,2,15-02-2006 5.09
1140,252,2,15-02-2006 5.09
1141,252,2,15-02-2006 5.09
1142,253,1,15-02-2006 5.09
1143,253,1,15-02-2006 5.09
1144,253,1,15-02-2006 5.09
1145,253,1,15-02-2006 5.09
1146,253,2,15-02-2006 5.09
1147,253,2,15-02-2006 5.09
1148,254,1,15-02-2006 5.09
1149,254,1,15-02-2006 5.09
1150,254,2,15-02-2006 5.09
1151,254,2,15-02-2006 5.09
1152,254,2,15-02-2006 5.09
1153,255,1,15-02-2006 5.09
1154,255,1,15-02-2006 5.09
1155,255,1,15-02-2006 5.09
1156,255,1,15-02-2006 5.09
1157,255,2,15-02-2006 5.09
1158,255,2,15-02-2006 5.09
1159,256,2,15-02-2006 5.09
1160,256,2,15-02-2006 5.09
1161,256,2,15-02-2006 5.09
1162,257,2,15-02-2006 5.09
1163,257,2,15-02-2006 5.09
1164,257,2,15-02-2006 5.09
1165,258,2,15-02-2006 5.09
1166,258,2,15-02-2006 5.09
1167,258,2,15-02-2006 5.09
1168,258,2,15-02-2006 5.09
1169,259,1,15-02-2006 5.09
1170,259,1,15-02-2006 5.09
1171,260,2,15-02-2006 5.09
1172,260,2,15-02-2006 5.09
1173,260,2,15-02-2006 5.09
1174,260,2,15-02-2006 5.09
1175,261,1,15-02-2006 5.09
1176,261,1,15-02-2006 5.09
1177,262,2,15-02-2006 5.09
1178,262,2,15-02-2006 5.09
1179,263,1,15-02-2006 5.09
1180,263,1,15-02-2006 5.09
1181,263,1,15-02-2006 5.09
1182,263,1,15-02-2006 5.09
1183,263,2,15-02-2006 5.09
1184,263,2,15-02-2006 5.09
1185,263,2,15-02-2006 5.09
1186,264,2,15-02-2006 5.09
1187,264,2,15-02-2006 5.09
1188,265,1,15-02-2006 5.09
1189,265,1,15-02-2006 5.09
1190,265,1,15-02-2006 5.09
1191,265,1,15-02-2006 5.09
1192,266,1,15-02-2006 5.09
1193,266,1,15-02-2006 5.09
1194,266,1,15-02-2006 5.09
1195,266,1,15-02-2006 5.09
1196,266,2,15-02-2006 5.09
1197,266,2,15-02-2006 5.09
1198,266,2,15-02-2006 5.09
1199,266,2,15-02-2006 5.09
1200,267,1,15-02-2006 5.09
1201,267,1,15-02-2006 5.09
1202,267,1,15-02-2006 5.09
1203,267,1,15-02-2006 5.09
1204,267,2,15-02-2006 5.09
1205,267,2,15-02-2006 5.09
1206,268,2,15-02-2006 5.09
1207,268,2,15-02-2006 5.09
1208,269,1,15-02-2006 5.09
1209,269,1,15-02-2006 5.09
1210,269,2,15-02-2006 5.09
1211,269,2,15-02-2006 5.09
1212,269,2,15-02-2006 5.09
1213,269,2,15-02-2006 5.09
1214,270,1,15-02-2006 5.09
1215,270,1,15-02-2006 5.09
1216,270,1,15-02-2006 5.09
1217,270,2,15-02-2006 5.09
1218,270,2,15-02-2006 5.09
1219,270,2,15-02-2006 5.09
1220,270,2,15-02-2006 5.09
1221,271,1,15-02-2006 5.09
1222,271,1,15-02-2006 5.09
1223,271,1,15-02-2006 5.09
1224,271,2,15-02-2006 5.09
1225,271,2,15-02-2006 5.09
1226,272,1,15-02-2006 5.09
1227,272,1,15-02-2006 5.09
1228,272,1,15-02-2006 5.09
1229,272,1,15-02-2006 5.09
1230,273,1,15-02-2006 5.09
1231,273,1,15-02-2006 5.09
1232,273,1,15-02-2006 5.09
1233,273,1,15-02-2006 5.09
1234,273,2,15-02-2006 5.09
1235,273,2,15-02-2006 5.09
1236,273,2,15-02-2006 5.09
1237,274,1,15-02-2006 5.09
1238,274,1,15-02-2006 5.09
1239,274,1,15-02-2006 5.09
1240,274,2,15-02-2006 5.09
1241,274,2,15-02-2006 5.09
1242,274,2,15-02-2006 5.09
1243,274,2,15-02-2006 5.09
1244,275,1,15-02-2006 5.09
1245,275,1,15-02-2006 5.09
1246,275,1,15-02-2006 5.09
1247,275,2,15-02-2006 5.09
1248,275,2,15-02-2006 5.09
1249,276,1,15-02-2006 5.09
1250,276,1,15-02-2006 5.09
1251,276,1,15-02-2006 5.09
1252,276,1,15-02-2006 5.09
1253,277,1,15-02-2006 5.09
1254,277,1,15-02-2006 5.09
1255,277,1,15-02-2006 5.09
1256,278,1,15-02-2006 5.09
1257,278,1,15-02-2006 5.09
1258,279,1,15-02-2006 5.09
1259,279,1,15-02-2006 5.09
1260,280,1,15-02-2006 5.09
1261,280,1,15-02-2006 5.09
1262,280,1,15-02-2006 5.09
1263,280,1,15-02-2006 5.09
1264,280,2,15-02-2006 5.09
1265,280,2,15-02-2006 5.09
1266,281,1,15-02-2006 5.09
1267,281,1,15-02-2006 5.09
1268,281,2,15-02-2006 5.09
1269,281,2,15-02-2006 5.09
1270,281,2,15-02-2006 5.09
1271,281,2,15-02-2006 5.09
1272,282,1,15-02-2006 5.09
1273,282,1,15-02-2006 5.09
1274,282,1,15-02-2006 5.09
1275,282,2,15-02-2006 5.09
1276,282,2,15-02-2006 5.09
1277,282,2,15-02-2006 5.09
1278,283,1,15-02-2006 5.09
1279,283,1,15-02-2006 5.09
1280,283,1,15-02-2006 5.09
1281,284,1,15-02-2006 5.09
1282,284,1,15-02-2006 5.09
1283,284,1,15-02-2006 5.09
1284,284,2,15-02-2006 5.09
1285,284,2,15-02-2006 5.09
1286,284,2,15-02-2006 5.09
1287,284,2,15-02-2006 5.09
1288,285,1,15-02-2006 5.09
1289,285,1,15-02-2006 5.09
1290,285,1,15-02-2006 5.09
1291,285,2,15-02-2006 5.09
1292,285,2,15-02-2006 5.09
1293,285,2,15-02-2006 5.09
1294,285,2,15-02-2006 5.09
1295,286,1,15-02-2006 5.09
1296,286,1,15-02-2006 5.09
1297,286,2,15-02-2006 5.09
1298,286,2,15-02-2006 5.09
1299,286,2,15-02-2006 5.09
1300,287,1,15-02-2006 5.09
1301,287,1,15-02-2006 5.09
1302,287,2,15-02-2006 5.09
1303,287,2,15-02-2006 5.09
1304,288,1,15-02-2006 5.09
1305,288,1,15-02-2006 5.09
1306,288,2,15-02-2006 5.09
1307,288,2,15-02-2006 5.09
1308,288,2,15-02-2006 5.09
1309,288,2,15-02-2006 5.09
1310,289,1,15-02-2006 5.09
1311,289,1,15-02-2006 5.09
1312,290,1,15-02-2006 5.09
1313,290,1,15-02-2006 5.09
1314,290,1,15-02-2006 5.09
1315,291,1,15-02-2006 5.09
1316,291,1,15-02-2006 5.09
1317,291,1,15-02-2006 5.09
1318,291,1,15-02-2006 5.09
1319,292,1,15-02-2006 5.09
1320,292,1,15-02-2006 5.09
1321,292,1,15-02-2006 5.09
1322,292,2,15-02-2006 5.09
1323,292,2,15-02-2006 5.09
1324,292,2,15-02-2006 5.09
1325,293,1,15-02-2006 5.09
1326,293,1,15-02-2006 5.09
1327,293,2,15-02-2006 5.09
1328,293,2,15-02-2006 5.09
1329,293,2,15-02-2006 5.09
1330,294,1,15-02-2006 5.09
1331,294,1,15-02-2006 5.09
1332,294,2,15-02-2006 5.09
1333,294,2,15-02-2006 5.09
1334,294,2,15-02-2006 5.09
1335,295,1,15-02-2006 5.09
1336,295,1,15-02-2006 5.09
1337,295,1,15-02-2006 5.09
1338,295,1,15-02-2006 5.09
1339,295,2,15-02-2006 5.09
1340,295,2,15-02-2006 5.09
1341,295,2,15-02-2006 5.09
1342,295,2,15-02-2006 5.09
1343,296,1,15-02-2006 5.09
1344,296,1,15-02-2006 5.09
1345,296,1,15-02-2006 5.09
1346,296,1,15-02-2006 5.09
1347,297,2,15-02-2006 5.09
1348,297,2,15-02-2006 5.09
1349,298,1,15-02-2006 5.09
1350,298,1,15-02-2006 5.09
1351,298,2,15-02-2006 5.09
1352,298,2,15-02-2006 5.09
1353,298,2,15-02-2006 5.09
1354,299,1,15-02-2006 5.09
1355,299,1,15-02-2006 5.09
1356,299,1,15-02-2006 5.09
1357,299,1,15-02-2006 5.09
1358,300,1,15-02-2006 5.09
1359,300,1,15-02-2006 5.09
1360,300,2,15-02-2006 5.09
1361,300,2,15-02-2006 5.09
1362,300,2,15-02-2006 5.09
1363,300,2,15-02-2006 5.09
1364,301,1,15-02-2006 5.09
1365,301,1,15-02-2006 5.09
1366,301,1,15-02-2006 5.09
1367,301,1,15-02-2006 5.09
1368,301,2,15-02-2006 5.09
1369,301,2,15-02-2006 5.09
1370,301,2,15-02-2006 5.09
1371,301,2,15-02-2006 5.09
1372,302,1,15-02-2006 5.09
1373,302,1,15-02-2006 5.09
1374,302,2,15-02-2006 5.09
1375,302,2,15-02-2006 5.09
1376,302,2,15-02-2006 5.09
1377,302,2,15-02-2006 5.09
1378,303,1,15-02-2006 5.09
1379,303,1,15-02-2006 5.09
1380,303,1,15-02-2006 5.09
1381,303,1,15-02-2006 5.09
1382,303,2,15-02-2006 5.09
1383,303,2,15-02-2006 5.09
1384,304,1,15-02-2006 5.09
1385,304,1,15-02-2006 5.09
1386,304,1,15-02-2006 5.09
1387,304,1,15-02-2006 5.09
1388,304,2,15-02-2006 5.09
1389,304,2,15-02-2006 5.09
1390,305,1,15-02-2006 5.09
1391,305,1,15-02-2006 5.09
1392,305,1,15-02-2006 5.09
1393,305,1,15-02-2006 5.09
1394,305,2,15-02-2006 5.09
1395,305,2,15-02-2006 5.09
1396,305,2,15-02-2006 5.09
1397,306,1,15-02-2006 5.09
1398,306,1,15-02-2006 5.09
1399,306,1,15-02-2006 5.09
1400,307,1,15-02-2006 5.09
1401,307,1,15-02-2006 5.09
1402,307,1,15-02-2006 5.09
1403,307,2,15-02-2006 5.09
1404,307,2,15-02-2006 5.09
1405,307,2,15-02-2006 5.09
1406,308,1,15-02-2006 5.09
1407,308,1,15-02-2006 5.09
1408,308,2,15-02-2006 5.09
1409,308,2,15-02-2006 5.09
1410,309,1,15-02-2006 5.09
1411,309,1,15-02-2006 5.09
1412,309,2,15-02-2006 5.09
1413,309,2,15-02-2006 5.09
1414,309,2,15-02-2006 5.09
1415,309,2,15-02-2006 5.09
1416,310,1,15-02-2006 5.09
1417,310,1,15-02-2006 5.09
1418,311,1,15-02-2006 5.09
1419,311,1,15-02-2006 5.09
1420,311,1,15-02-2006 5.09
1421,311,2,15-02-2006 5.09
1422,311,2,15-02-2006 5.09
1423,311,2,15-02-2006 5.09
1424,311,2,15-02-2006 5.09
1425,312,2,15-02-2006 5.09
1426,312,2,15-02-2006 5.09
1427,312,2,15-02-2006 5.09
1428,313,1,15-02-2006 5.09
1429,313,1,15-02-2006 5.09
1430,313,1,15-02-2006 5.09
1431,313,1,15-02-2006 5.09
1432,313,2,15-02-2006 5.09
1433,313,2,15-02-2006 5.09
1434,314,1,15-02-2006 5.09
1435,314,1,15-02-2006 5.09
1436,314,2,15-02-2006 5.09
1437,314,2,15-02-2006 5.09
1438,314,2,15-02-2006 5.09
1439,314,2,15-02-2006 5.09
1440,315,2,15-02-2006 5.09
1441,315,2,15-02-2006 5.09
1442,315,2,15-02-2006 5.09
1443,316,2,15-02-2006 5.09
1444,316,2,15-02-2006 5.09
1445,317,1,15-02-2006 5.09
1446,317,1,15-02-2006 5.09
1447,317,1,15-02-2006 5.09
1448,317,1,15-02-2006 5.09
1449,317,2,15-02-2006 5.09
1450,317,2,15-02-2006 5.09
1451,317,2,15-02-2006 5.09
1452,319,1,15-02-2006 5.09
1453,319,1,15-02-2006 5.09
1454,319,1,15-02-2006 5.09
1455,319,2,15-02-2006 5.09
1456,319,2,15-02-2006 5.09
1457,319,2,15-02-2006 5.09
1458,319,2,15-02-2006 5.09
1459,320,1,15-02-2006 5.09
1460,320,1,15-02-2006 5.09
1461,320,1,15-02-2006 5.09
1462,320,2,15-02-2006 5.09
1463,320,2,15-02-2006 5.09
1464,320,2,15-02-2006 5.09
1465,320,2,15-02-2006 5.09
1466,321,1,15-02-2006 5.09
1467,321,1,15-02-2006 5.09
1468,321,1,15-02-2006 5.09
1469,321,1,15-02-2006 5.09
1470,322,1,15-02-2006 5.09
1471,322,1,15-02-2006 5.09
1472,322,1,15-02-2006 5.09
1473,322,1,15-02-2006 5.09
1474,322,2,15-02-2006 5.09
1475,322,2,15-02-2006 5.09
1476,323,2,15-02-2006 5.09
1477,323,2,15-02-2006 5.09
1478,323,2,15-02-2006 5.09
1479,323,2,15-02-2006 5.09
1480,324,1,15-02-2006 5.09
1481,324,1,15-02-2006 5.09
1482,324,1,15-02-2006 5.09
1483,324,2,15-02-2006 5.09
1484,324,2,15-02-2006 5.09
1485,326,1,15-02-2006 5.09
1486,326,1,15-02-2006 5.09
1487,326,2,15-02-2006 5.09
1488,326,2,15-02-2006 5.09
1489,326,2,15-02-2006 5.09
1490,326,2,15-02-2006 5.09
1491,327,1,15-02-2006 5.09
1492,327,1,15-02-2006 5.09
1493,327,1,15-02-2006 5.09
1494,327,1,15-02-2006 5.09
1495,327,2,15-02-2006 5.09
1496,327,2,15-02-2006 5.09
1497,328,2,15-02-2006 5.09
1498,328,2,15-02-2006 5.09
1499,328,2,15-02-2006 5.09
1500,328,2,15-02-2006 5.09
1501,329,1,15-02-2006 5.09
1502,329,1,15-02-2006 5.09
1503,329,1,15-02-2006 5.09
1504,329,2,15-02-2006 5.09
1505,329,2,15-02-2006 5.09
1506,329,2,15-02-2006 5.09
1507,330,1,15-02-2006 5.09
1508,330,1,15-02-2006 5.09
1509,330,1,15-02-2006 5.09
1510,330,1,15-02-2006 5.09
1511,330,2,15-02-2006 5.09
1512,330,2,15-02-2006 5.09
1513,330,2,15-02-2006 5.09
1514,331,1,15-02-2006 5.09
1515,331,1,15-02-2006 5.09
1516,331,1,15-02-2006 5.09
1517,331,1,15-02-2006 5.09
1518,331,2,15-02-2006 5.09
1519,331,2,15-02-2006 5.09
1520,331,2,15-02-2006 5.09
1521,331,2,15-02-2006 5.09
1522,333,1,15-02-2006 5.09
1523,333,1,15-02-2006 5.09
1524,333,2,15-02-2006 5.09
1525,333,2,15-02-2006 5.09
1526,334,1,15-02-2006 5.09
1527,334,1,15-02-2006 5.09
1528,334,2,15-02-2006 5.09
1529,334,2,15-02-2006 5.09
1530,334,2,15-02-2006 5.09
1531,334,2,15-02-2006 5.09
1532,335,1,15-02-2006 5.09
1533,335,1,15-02-2006 5.09
1534,336,1,15-02-2006 5.09
1535,336,1,15-02-2006 5.09
1536,336,1,15-02-2006 5.09
1537,336,2,15-02-2006 5.09
1538,336,2,15-02-2006 5.09
1539,337,1,15-02-2006 5.09
1540,337,1,15-02-2006 5.09
1541,337,2,15-02-2006 5.09
1542,337,2,15-02-2006 5.09
1543,338,2,15-02-2006 5.09
1544,338,2,15-02-2006 5.09
1545,338,2,15-02-2006 5.09
1546,339,2,15-02-2006 5.09
1547,339,2,15-02-2006 5.09
1548,339,2,15-02-2006 5.09
1549,340,1,15-02-2006 5.09
1550,340,1,15-02-2006 5.09
1551,341,1,15-02-2006 5.09
1552,341,1,15-02-2006 5.09
1553,341,1,15-02-2006 5.09
1554,341,1,15-02-2006 5.09
1555,341,2,15-02-2006 5.09
1556,341,2,15-02-2006 5.09
1557,341,2,15-02-2006 5.09
1558,341,2,15-02-2006 5.09
1559,342,1,15-02-2006 5.09
1560,342,1,15-02-2006 5.09
1561,342,1,15-02-2006 5.09
1562,342,1,15-02-2006 5.09
1563,343,1,15-02-2006 5.09
1564,343,1,15-02-2006 5.09
1565,344,1,15-02-2006 5.09
1566,344,1,15-02-2006 5.09
1567,344,1,15-02-2006 5.09
1568,344,2,15-02-2006 5.09
1569,344,2,15-02-2006 5.09
1570,345,1,15-02-2006 5.09
1571,345,1,15-02-2006 5.09
1572,345,1,15-02-2006 5.09
1573,345,2,15-02-2006 5.09
1574,345,2,15-02-2006 5.09
1575,346,1,15-02-2006 5.09
1576,346,1,15-02-2006 5.09
1577,346,2,15-02-2006 5.09
1578,346,2,15-02-2006 5.09
1579,346,2,15-02-2006 5.09
1580,346,2,15-02-2006 5.09
1581,347,1,15-02-2006 5.09
1582,347,1,15-02-2006 5.09
1583,347,1,15-02-2006 5.09
1584,347,1,15-02-2006 5.09
1585,348,2,15-02-2006 5.09
1586,348,2,15-02-2006 5.09
1587,348,2,15-02-2006 5.09
1588,348,2,15-02-2006 5.09
1589,349,1,15-02-2006 5.09
1590,349,1,15-02-2006 5.09
1591,349,1,15-02-2006 5.09
1592,349,1,15-02-2006 5.09
1593,349,2,15-02-2006 5.09
1594,349,2,15-02-2006 5.09
1595,349,2,15-02-2006 5.09
1596,350,1,15-02-2006 5.09
1597,350,1,15-02-2006 5.09
1598,350,1,15-02-2006 5.09
1599,350,1,15-02-2006 5.09
1600,350,2,15-02-2006 5.09
1601,350,2,15-02-2006 5.09
1602,350,2,15-02-2006 5.09
1603,350,2,15-02-2006 5.09
1604,351,1,15-02-2006 5.09
1605,351,1,15-02-2006 5.09
1606,351,1,15-02-2006 5.09
1607,351,2,15-02-2006 5.09
